ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	BORROWING	NOTE
3666	Matanau	TOBACCO	manʃó	manʃó	m a n ʃ ó	m a n ʃ ó	2417	17322	TOBACCO		
3867	Zoro	TOBACCO	mãitʃo (kóm)	mãitʃo	m ãi tʃ o	m ãi tʃ o - - -	2417	17322	TOBACCO		
4180	Surui-Paiter	TOBACCO	maʃoʔ	maʃoʔ	m a ʃ o ʔ	m a ʃ o ʔ - -	2417	17322	TOBACCO		
4979	Xipaya	TOBACCO	pitʃima	pitʃima	p i + tʃ i m a	p i + - tʃ i m a - - - - - -	2415	17320 2808	TOBACCO BURY		
5308	Juruna	TOBACCO	pitʃimá	pitʃimá	p i + tʃ i m a	p i + - tʃ i m a - - - - - -	2415	17320 2808	TOBACCO BURY		
5694	Mundurukú	TOBACCO	e	e	e	e	2419	17326	TOBACCO		
5998	Kuruaya	TOBACCO	(h)elip	elip	e l i p	e l i p	2421	17325	TOBACCO		
6361	Mawe	TOBACCO	suhu	suhu	s u h u	- - s u h u -	2417	17322	TOBACCO		
6664	Awetí	TOBACCO	pe	pe	p e	p e - - - - - - - - - - - -	2415	17320	TOBACCO		
7026	Parakana	TOBACCO	petɨmopiʔar	petɨmopiʔar	p e + t ɨ m + o p i ʔ a r	p e + - t ɨ m + o p i ʔ a r	2415	17320 2808 848	TOBACCO BURY ?		
7267	Asuriní Tocantins	TOBACCO	petɨm	petɨm	p e + t ɨ m	p e + - t ɨ m - - - - - - -	2415	17320 2808	TOBACCO BURY		
7586	Surui-Aikewara	TOBACCO	petɨm	petɨm	p e + t ɨ m	p e + - t ɨ m - - - - - - -	2415	17320 2808	TOBACCO BURY		
7863	Tapirapé	TOBACCO	petɨm	petɨm	p e + t ɨ m	p e + - t ɨ m - - - - - - -	2415	17320 2808	TOBACCO BURY		
8192	Tembe	TOBACCO	petɨm	petɨm	p e + t ɨ m	p e + - t ɨ m - - - - - - -	2415	17320 2808	TOBACCO BURY		
8528	Guajajara	TOBACCO	petɨm	petɨm	p e + t ɨ m	p e + - t ɨ m - - - - - - -	2415	17320 2808	TOBACCO BURY		
8786	Apiaka	TOBACCO	petɨm	petɨm	p e + t ɨ m	p e + - t ɨ m - - - - - - -	2415	17320 2808	TOBACCO BURY		
9138	Parintintin	TOBACCO	mohatatĩhaβa	mohatatĩhaβa	m o h a t a t ĩ h a β a	m o h a t a t ĩ h a β - - a	2416	17321	TOBACCO		
9440	Amondawa	TOBACCO	tatatʃiŋawa	tatatʃiŋawa	t a t a tʃ i ŋ a w a	t a - - t a tʃ i ŋ a w - - a	2416	17321	TOBACCO		
9770	Tenharim	TOBACCO	katĩŋ / tatĩŋiwaʔe	katĩŋ	k a + t ĩ ŋ	k a + t ĩ ŋ	2418	2262 17323	? TOBACCO		
9771	Tenharim	TOBACCO	katĩŋ / tatĩŋiwaʔe	tatĩŋiwaʔe	t a + t ĩ ŋ + i w a ʔ e	t a + t ĩ ŋ + i w a ʔ e	2416	6003 17321 2263	FIRE TOBACCO ?		
9893	Jiahoi	TOBACCO	kãjtʃĩ	kãjtʃĩ	k ã j tʃ ĩ	k ã j tʃ ĩ -	2418	17323	TOBACCO		
10171	Urueuwauwau	TOBACCO	motatʃĩga	motatʃĩga	m o t a tʃ ĩ g a	m o - - t a tʃ ĩ g - - - - a	2416	17321	TOBACCO		
10795	Araweté	TOBACCO	petɨ̃	petɨ̃	p e + t ɨ̃	p e + - t ɨ̃ - - - - - - - -	2415	17320 2808	TOBACCO BURY		
10888	Anambe Ehrenreich	TOBACCO	petẽme	petẽme	p e + t ẽ m e	p e + - t ẽ m e - - - - - -	2415	17320 2808	TOBACCO BURY		
11119	Guajá	TOBACCO	mɨtɨ	mɨtɨ	m ɨ + t ɨ	m ɨ + - t ɨ - - - - - - - -	2415	17320 2808	TOBACCO BURY		
11232	Amanaye	TOBACCO	petɨ	petɨ	p e + t ɨ	p e + - t ɨ - - - - - - - -	2415	17320 2808	TOBACCO BURY		
11569	Teko	TOBACCO	petum	petum	p e + t u m	p e + - t u m - - - - - - -	2415	17320 2808	TOBACCO BURY		
11970	Wayampi	TOBACCO	pétɨ̃ / makule	pétɨ̃	p é + t ɨ̃	p é + - t ɨ̃ - - - - - - - -	2415	17320 2808	TOBACCO BURY		
11971	Wayampi	TOBACCO	pétɨ̃ / makule	makule	m a k u l e	m a k u l e -	2417	17322	TOBACCO		
12538	Ka'apor	TOBACCO	pɨtɨm	pɨtɨm	p ɨ + t ɨ m	p ɨ + - t ɨ m - - - - - - -	2415	17320 2808	TOBACCO BURY		
12766	Anambe	TOBACCO	petɨ̃	petɨ̃	p e + t ɨ̃	p e + - t ɨ̃ - - - - - - - -	2415	17320 2808	TOBACCO BURY		
12846	Turiwara	TOBACCO	petɨma	petɨma	p e + t ɨ m a	p e + - t ɨ m a - - - - - -	2415	17320 2808	TOBACCO BURY		
13097	Kamajura	TOBACCO	petɨm	petɨm	p e + t ɨ m	p e + - t ɨ m - - - - - - -	2415	17320 2808	TOBACCO BURY		
13366	Asuriní Xingu	TOBACCO	petɨm	petɨm	p e + t ɨ m	p e + - t ɨ m - - - - - - -	2415	17320 2808	TOBACCO BURY		
13584	Ava Canoeiro	TOBACCO	petam	petam	p e + t a m	p e + - t a m - - - - - - -	2415	17320 2808	TOBACCO BURY		
13966	Tupinambá	TOBACCO	petɨm	petɨm	p e + t ɨ m	p e + - t ɨ m - - - - - - -	2415	17320 2808	TOBACCO BURY		
14318	Nheengatu	TOBACCO	tawari	tawari	t a w a ɾ i	- - - - t a w a ɾ - - - - i	2416	17321	TOBACCO		
14603	Tupí Austral	TOBACCO	petima	petima	p e + t i m a	p e + - t i m a - - - - - -	2415	17320 2808	TOBACCO BURY		
14844	Yuki	TOBACCO	tatatʃi	tatatʃi	t a t a + tʃ i	t a t a + tʃ i	2416	6003 18939	FIRE WHITE		
15146	Guarayo	TOBACCO	tatatĩ	tatatĩ	t a t a + t ĩ	t a t a + t ĩ	2416	6003 2808	FIRE PLANT(v)		
15475	Siriono	TOBACCO	tataʃɨ̃ / tiiba	tataʃɨ̃	t a t a + ʃ ɨ̃	t a t a + ʃ ɨ̃	2416	6003 17321	FIRE TOBACCO		
15724	Warazu	TOBACCO	péti	péti	p é + t i	p é + - t i - - - - - - - -	2415	17320 2808	TOBACCO BURY		
15996	Chiriguano	TOBACCO	tãtãti	tãtãti	t ã t ã + t i	t ã t ã + t i	2416	6003 17321	FIRE TOBACCO		
16116	Jora	TOBACCO	tiʃi	tiʃi	t i ʃ i	- - - - t i ʃ - - - - - - i	2416	17321	TOBACCO		
16449	Mbya	TOBACCO	petɨ̃	petɨ̃	p e + t ɨ̃	p e + - t ɨ̃ - - - - - - - -	2415	17320 2808	TOBACCO BURY		
16785	Guaraní	TOBACCO	atatĩ	atatĩ	a t a + t ĩ	a t a + t ĩ	2416	6003 17321	FIRE TOBACCO		
17128	Old Guaraní	TOBACCO	tatatɨ̃	tatatɨ̃	t a t a + t ɨ̃	t a t a + t ɨ̃	2416	6003 17321	FIRE TOBACCO		
17370	Ache	TOBACCO	tatʃĩ	tatʃĩ	t a tʃ ĩ	- - - - t a tʃ - - - - - - ĩ	2416	17321	TOBACCO		
17594	Xeta	TOBACCO	abijú / hawedʒo	abijú	a b i j ú	a b i j ú	2423	17328	TOBACCO		
17822	Kaiowa	TOBACCO	petɨ̃	petɨ̃	p e + t ɨ̃	p e + - t ɨ̃ - - - - - - - -	2415	17320 2808	TOBACCO BURY		
18139	Tapiete	TOBACCO	tatanti	tatanti	t a t a n + t i	t a t a n + t i	2416	6003 17321	FIRE TOBACCO		
18290	Ñandeva	TOBACCO	petɨ̃	petɨ̃	p e + t ɨ̃	p e + - t ɨ̃ - - - - - - - -	2415	17320 2808	TOBACCO BURY		
18612	Omagua	TOBACCO	tatatini	tatatini	t a t a + t i n i	t a t a + t i n i	2416	6003 17321	FIRE TOBACCO		
18880	Kokama	TOBACCO	tatatini	tatatini	t a t a + t i n i	t a t a + t i n i	2416	6003 17321	FIRE TOBACCO		
19015	Tapiete	TOBACCO	pentɨ	pentɨ	p e n + t ɨ	p e n + t ɨ - - - - - - - -	2415	17320 2808	TOBACCO BURY		
21221	Kepkiriwat	TOBACCO	pe	pe	p e	p e	2415	17320	TOBACCO		
22138	Urumi	TOBACCO	uáwen	uáwen	uá w e n	uá w e n	3913	2244	TOBACCO		
22171	Kampe	TOBACCO	pitoa	pitoa	p i + t oa	p i + t oa	2415	17320 2808	TOBACCO BURY		
23217	Takunjape	TOBACCO	petimã	petimã	p e + t i m ã	p e + t i m ã	2415	17320 2808	TOBACCO BURY		
23913	Siriono	TOBACCO	tataʃɨ̃ / tiiba	tiiba	t iː b a	t iː b a	2415	2808	BURY		
23932	Aure Aura	TOBACCO	peta	peta	p e + t a	p e + t a	2415	17320 2808	TOBACCO BURY		
24825	Mawe Natterer	TOBACCO	tsohó	tsohó	ts o h ó	ts o h ó	2417	17322	TOBACCO		
25949	Xeta	TOBACCO	abijú / hawedʒo	hawedʒo	h a w e dʒ o	h a w e dʒ o	3913	2244	TOBACCO		
25950	Xeta	TOBACCO	heheaj	heheaj	h e h e ai	h e h e ai	5621	4182	TOBACCO		
27625	LGA XVIII	TOBACCO	pɨtɨ̃ma	pɨtɨ̃ma	p ɨ t ɨ̃ + m a	p ɨ t ɨ̃ + m a	2415	17320 2808	TOBACCO BURY		
28896	Guarayo Hoeller	TOBACCO	kaʔa / pẽtɨ	kaʔa	k a ʔ a	k a ʔ a	6421	5122	TOBACCO		
28897	Guarayo Hoeller	TOBACCO	kaʔa / pẽtɨ	pẽtɨ	p ẽ + t ɨ	p ẽ + t ɨ	2415	17320 2808	TOBACCO BURY		
29234	Kawahiva	TOBACCO	aheʒuɾupihavia	aheʒuɾupihavia	a h e ʒ u ɾ u p i h a v ia	a h e ʒ u ɾ u p i h a v ia	0				
325	Karo	TODAY	min	min	m i n	m i n	2429	17392	TODAY		
1119	Makurap	TODAY	ɲõgekɨt	ɲõgekɨt	ɲ õ g e k ɨ t	ɲ õ g e k ɨ t	2430	17393	TODAY		
1441	Wayoro	TODAY	enã	enã	e n ã	e n - - - - ã	4556	282	TODAY		
1822	Tupari	TODAY	kɨrem	kɨrem	k ɨ r e m	- - k ɨ r e m -	2424	17387	TODAY		
2203	Akuntsu	TODAY	kɨɾẽ	kɨɾẽ	k ɨ ɾ ẽ	- - k ɨ ɾ - - ẽ	2424	17387	TODAY		
3075	Gavião	TODAY	àdʒùr	àdʒùr	à dʒ ù ɾ	- à - dʒ ù ɾ -	2426	17389	TODAY		
3365	Monde	TODAY	ajte	ajte	a j t e	- a j t e - -	2426	17389	TODAY		
3573	Arua	TODAY	eejte	eejte	eː j t e	- eː j t e - -	2426	17389	TODAY		
4181	Surui-Paiter	TODAY	ãakárbáká	ãakárbáká	ãa k á r b á k á	ãa k á r b á k á	2431	17394	TODAY		
4980	Xipaya	TODAY	máʃi	máʃi	m á ʃ i	m á ʃ i	2427	17391	TODAY		
5309	Juruna	TODAY	maʃí	maʃí	m a ʃ í	m a ʃ í	2427	17391	TODAY		
5695	Mundurukú	TODAY	ŋásə̃́	ŋásə̃́	ŋ á s ə̃́	ŋ á s ə̃́	2427	17391	TODAY		
5999	Kuruaya	TODAY	jassi	jassi	j a sː i	j a sː i	2427	17391	TODAY		
6362	Mawe	TODAY	kojtɨʔi	kojtɨʔi	k o j t ɨ ʔ i	k o j t ɨ ʔ i	2426	17389	TODAY		
7027	Parakana	TODAY	kare / arimoete	kare	k a r e	- - k a r - - e	2424	17387	TODAY		
7028	Parakana	TODAY	kare / arimoete	arimoete	a r i m oe t e	a r i m oe t e	2425	17388	TODAY		
7587	Surui-Aikewara	TODAY	ajko	ajko	a j k o	- a j k o - -	2426	17389	TODAY		
9139	Parintintin	TODAY	aŋʷamo	aŋʷamo	a ŋʷ a m o	a ŋʷ a m - - o	2425	17388	TODAY		
9441	Amondawa	TODAY	aŋʷamo	aŋʷamo	a ŋʷ a m o	a ŋʷ a m - - o	2425	17388	TODAY		
9772	Tenharim	TODAY	aŋʷamo	aŋʷamo	a ŋʷ a m o	a ŋʷ a m - - o	2425	17388	TODAY		
10172	Urueuwauwau	TODAY	aŋʷamo	aŋʷamo	a ŋʷ a m o	a ŋʷ a m - - o	2425	17388	TODAY		
10796	Araweté	TODAY	kumete	kumete	k u m e t e	- k u m e t e	2425	17388	TODAY		
11570	Teko	TODAY	aipo	aipo	ai p o	- - - - ai p o	2428	17390	TODAY		
11972	Wayampi	TODAY	ãngeʔe	ãngeʔe	ã ŋ e ʔ e	ã ŋ e ʔ e	4470	2879	TODAY		
12233	Zo'e	TODAY	dʒiwi / õdʒi	dʒiwi	dʒ i w i	dʒ i w i	2432	17395	TODAY		
12234	Zo'e	TODAY	dʒiwi / õdʒi	õdʒi	õ dʒ i	- õ - dʒ i - -	2432	17395	TODAY		
12767	Anambe	TODAY	koraha	koraha	k o r a h a	- - k o r a h a	2424	17387	TODAY		
13967	Tupinambá	TODAY	koɾí / ojeí	koɾí	k o ɾ í	- - k o ɾ - - í	2424	17387	TODAY		
13968	Tupinambá	TODAY	koɾí / ojeí	ojeí	o j eí	- o j - eí - -	2426	17389	TODAY		
15476	Siriono	TODAY	namo	namo	n a m o	- n a m - - o	2425	17388	TODAY		
16450	Mbya	TODAY	ange	ange	a ŋ e	a ŋ e	4470	2879	TODAY		
16786	Guaraní	TODAY	ko árape	ko árape	k o + á ɾ a + p e	k o + á ɾ a + p e	2424	17387 17390 678	THIS DAY LOCATIVE		
17129	Old Guaraní	TODAY	jei	jei	j ei	j ei - -	2427	17391	TODAY		
17595	Xeta	TODAY	ajŋi	ajŋi	a j ŋ i	- a j ŋ i - -	2426	17389	TODAY		
18140	Tapiete	TODAY	ãrãʔãnã	ãrãʔãnã	ã r ã ʔ ã n ã	ã r ã ʔ ã n ã	2428	17390	TODAY		
19016	Karitiana	TODAY	kaʔɨt	kaʔɨt	k a ʔ ɨ t	k a ʔ ɨ t	2426	17389	TODAY		
19097	Nheengatu	TODAY	wií	wií	w ií	w ií	2432	17389	TODAY		
19174	Omagua	TODAY	ɪkumɪ kʷaraʃi	ɨkumɨ kʷaraʃi	ɪ k u m ɪ + kʷ a r a ʃ i	ɪ k u m ɪ + kʷ a r a ʃ i	966	98 99	NOW SUN		
19309	Arikem	TODAY	kaid	kaid	k ai d	k ai d	2426	17389	TODAY		
20163	Ache	TODAY	kowebu	kowebu	k o w e b u	k o w e b u	2964	847	TODAY		
20559	Gavião	TODAY	aájɨɨ́t	aájɨɨ́t	aá j ɨɨ́ t	aá j ɨɨ́ t	2426	17389	TODAY		
20799	Awetí	TODAY	ma	ma	m a	m a	2427	17391	TODAY		
21734	Zoro	TODAY	ajɨr	ajɨr	a j ɨ r	a j ɨ r	2426	17389	TODAY		
21813	Guarayo Hoeller	TODAY	kopɨpe	kopɨpe	k o p ɨ + p e	k o p ɨ + p e	2424	17387 9178	THIS INSIDE		
21929	Ka'apor	TODAY	taɾam / apo	taɾam	t a ɾ a m	t a ɾ a m	3472	1677	TODAY		
21930	Ka'apor	TODAY	taɾam / apo	apo	a p o	a p o	2428	17390	TODAY		
21961	Kepkiriwat	TODAY	hãneté	hãneté	h ã n e t é	h ã n e t é	3546	1729	TODAY		
22222	Kampe	TODAY	kɨrẽ	kɨrẽ	k ɨ r ẽ	k ɨ r ẽ	2424	17387	TODAY		
22805	Matanau	TODAY	anaine	anaine	a n ai n e	a n ai n e	2426	17389	TODAY		
23114	Mekens	TODAY	kɨɾẽ	kɨɾẽ	k ɨ ɾ ẽ	k ɨ ɾ ẽ	2424	17387	TODAY		
23905	Warazu	TODAY	onomo	onomo	o n o m o	o n o m o	2425	17388	TODAY		
26009	Guajajara	TODAY	kutəri	kutəri	k u t ə r i	k u t ə r i	2426	17389	TODAY		
26010	Tembe	TODAY	kutərɨ / kuiter / tərɨj	kutərɨ	k u t ə r ɨ	k u t ə r ɨ	2426	17389	TODAY		
26011	Tembe	TODAY	kutərɨ / kuiter / tərɨj	kuiter	k ui t e r	k ui t e r	2426	17389	TODAY		
26012	Tembe	TODAY	kutərɨ / kuiter / tərɨj	tərɨj	t ə r ɨ j	t ə r ɨ j	3472	1677	TODAY		
26978	Chiriguano	TODAY	aɲae	aɲae	a ɲ ae	a ɲ ae	4470	2879	TODAY		
27129	Yuki	TODAY	namo	namo	n a m o	n a m o	2425	17388	TODAY		
27626	LGA XVIII	TODAY	kuɨr / kuriẽ kuri	kuɨr	k u ɨ r	k u ɨ r	774	4717	TODAY		Past
27628	LGA XVIII	TODAY	kuɨr / kuriẽ kuri	kuriẽ kuri	k u r i ẽ + k u r i	k u r i ẽ + k u r i	2424	4718 17389	? TODAY		
25500	Ache	TOE	pɨtʃãakã	pɨtʃãakã	p ɨ tʃ ã + a k ã	p ɨ tʃ ã + a k ã	5436	6716 2088	FOOT BONE		
26224	Xeta	TOE	pãtʃa	pãtʃa	p ã tʃ a	p ã tʃ a	5436	4017	TOE		
26225	Tupari	TOE	sitoamsieraːt	sitoamsieraːt	s i t o + a m s i + e r aː t	s i t o + a m s i + e r aː t	5437	6716 11454 1653	FOOT NOSE BIG		
26339	Tembe	TOE	pɨhə	pɨhə	p ɨ h ə	p ɨ h ə	5436	6716	FOOT		
26669	Teko	TOE	pɨtsãtsãñ	pɨtsãtsãñ	p ɨ ts ã + ts ã ɲ	p ɨ ts ã + ts ã ɲ	5436	6716 4910	FOOT ?		
26858	Siriono	TOE	isä	isä	i s ä	- i s ä	5700	4254	TOE		
26859	Chiriguano	TOE	pɨsa	pɨsa	p ɨ s a	p ɨ s a	5436	6716	FOOT		
27263	Guaraní	TOE	pɨsã	pɨsã	p ɨ s ã	p ɨ s ã	5436	6716	FOOT		
27656	Omagua	TOE	pɨta sakama	pɨta sakama	p ɨ t a + s a k a m a	p ɨ t a + s a k a m a	5436	6716 2088	FOOT BRANCH		
27868	Xipaya	TOE	manaʃá	manaʃá	m a n a ʃ á	m a n a ʃ á	6275	4976	TOE		
29071	Guarayo Hoeller	TOE	pɨsã / pɨ̃sa	pɨsã	p ɨ + s ã	p ɨ + s ã	5436	6716 13464	FOOT ROPE		
29072	Guarayo Hoeller	TOE	pɨsã / pɨ̃sa	pɨ̃sa	p ɨ̃ + s a	p ɨ̃ + s a	5436	6716 13464	FOOT ROPE		
326	Karo	TOMORROW	kanã	kanã	k a n ã	- - k a - - - - - - n ã	4062	2421	TOMORROW		
592	Purubora	TOMORROW	tere	tere	t e r e	- - - t e r e -	4058	2417	TOMORROW		
1120	Makurap	TOMORROW	wawkatmo	wawkatmo	β au k a t m o	β au k a t m o	4055	2414	TOMORROW		
1442	Wayoro	TOMORROW	ndaikut	ndaikut	n/d ai k u t	- - - n/d ai k u t	4046	2405	TOMORROW		
1823	Tupari	TOMORROW	eret	eret	e r e t	- - e r e t -	3543	1719	TOMORROW		
2204	Akuntsu	TOMORROW	eɾape	eɾape	e ɾ a + p ɛ	e ɾ a + p ɛ	2434	14724 885	SLEEP LOC		
2524	Mekens	TOMORROW	eɾape	eɾape	e ɾ + a p e	e ɾ + a p e	2434	14724 12170	SLEEP PATH		
2693	Cinta-Larga	TOMORROW	makere	makere	m a k e r e	m a k e r - - - - - - e	2437	17428	TOMORROW		
3076	Gavião	TOMORROW	máter	máter	m á t e ɾ	- m á t e ɾ - -	2437	17428	TOMORROW		
3366	Monde	TOMORROW	ajna	ajna	ai n a	ai n a	4054	2413	TOMORROW		
3667	Matanau	TOMORROW	mateɲãn	mateɲãn	m a t e ɲ ã n	m a t e ɲ ã n	2437	17428	TOMORROW		
4182	Surui-Paiter	TOMORROW	agota	agota	a g o t a	- a - - g o t - a	4047	2406	TOMORROW		
4464	Karitiana	TOMORROW	nim	nim	n i m	- - n i m -	2438	17429	TOMORROW		
4662	Arikem	TOMORROW	wawkatmo	wawkatmo	w au k a t m o	w au k a t m o	4055	2414	TOMORROW		
4981	Xipaya	TOMORROW	kaukade	kaukade	k au k a d e	k au - - k a d - e	2436	17427	TOMORROW		
5310	Juruna	TOMORROW	kahukáde	kahukáde	k a h u k á d e	k a h u k á d - e	2436	17427	TOMORROW		
5696	Mundurukú	TOMORROW	kəjádʒé	kəjádʒé	k ə j á dʒ é	k ə j - - á dʒ - é	2436	17427	TOMORROW		
6000	Kuruaya	TOMORROW	kɨjade	kɨjade	k ɨ j a d e	k ɨ j - - a d - e	2436	17427	TOMORROW		
6363	Mawe	TOMORROW	moŋkiʔite	moŋkiʔite	m o n/k i ʔ i t e	m o n/k i ʔ i t - e	4056	2415	TOMORROW		
6665	Awetí	TOMORROW	koʔem	koʔem	k o ʔ e m	- - k o ʔ - - - - e m -	2433	17425	TOMORROW		
7029	Parakana	TOMORROW	otʃeʔiwe	otʃeʔiwe	o tʃ e ʔ i w e	o tʃ e ʔ i w e	2435	17426	TOMORROW		
7268	Asuriní Tocantins	TOMORROW	oseʔiwe	oseʔiwe	o s e ʔ i w e	o s e ʔ i w e	2435	17426	TOMORROW		
7588	Surui-Aikewara	TOMORROW	kʷejwehe	kʷejwehe	kʷ ei w e h e	- - kʷ ei - - w - - e h e	2433	17425	TOMORROW		
7864	Tapirapé	TOMORROW	atʃeiwe	atʃeiwe	a tʃ ei w e	- - a tʃ ei w e	2435	17426	TOMORROW		
8193	Tembe	TOMORROW	pɨhawé	pɨhawé	p ɨ h a w e	- p ɨ h a w e	2435	17426	TOMORROW		
8529	Guajajara	TOMORROW	pɨhewe	pɨhewe	p ɨ h e w e	- p ɨ h e w e	2435	17426	TOMORROW		
8787	Apiaka	TOMORROW	asiʔi	asiʔi	a s i ʔ i	a s i ʔ - - i	2435	17426	TOMORROW		
9140	Parintintin	TOMORROW	koʔemame	koʔemame	k o ʔ e m a m e	- - k o ʔ e m - - a m e	2433	17425	TOMORROW		
9442	Amondawa	TOMORROW	koemãmẽ	koemãmẽ	k oe m ã m ẽ	- - k oe - - m - - ã m ẽ	2433	17425	TOMORROW		
9773	Tenharim	TOMORROW	koemãmẽ	koemãmẽ	k oe m ã m ẽ	- - k oe - - m - - ã m ẽ	2433	17425	TOMORROW		
9894	Jiahoi	TOMORROW	koemãmẽ	koemãmẽ	k oe m ã m ẽ	- - k oe - - m - - ã m ẽ	2433	17425	TOMORROW		
10173	Urueuwauwau	TOMORROW	koʔemame	koʔemame	k o ʔ e m a m e	- - k o ʔ e m - - a m e	2433	17425	TOMORROW		
10507	Kayabi	TOMORROW	aiʔiwe	aiʔiwe	ai ʔ i w e	- - ai ʔ i w e	2435	17426	TOMORROW		
10797	Araweté	TOMORROW	haʔɨwe	haʔɨwe	h a ʔ ɨ w e	- h a ʔ ɨ w e	2435	17426	TOMORROW		
11120	Guajá	TOMORROW	ikʷamehẽ	ikʷamehẽ	i kʷ a m e h ẽ	- i kʷ a - - m - - e h ẽ	2433	17425	TOMORROW		
11571	Teko	TOMORROW	koeme	koeme	k oe m e	- - k oe - - m - - - - e	2433	17425	TOMORROW		
11973	Wayampi	TOMORROW	kowi	kowi	k o w i	- - k o - - - - - - w i	2433	17425	TOMORROW		
12235	Zo'e	TOMORROW	dade	dade	d a d e	- d a d e - - -	4052	2411	TOMORROW		
12539	Ka'apor	TOMORROW	koĩ	koĩ	k oĩ	- - k oĩ - - - - - - - -	2433	17425	TOMORROW		
12768	Anambe	TOMORROW	aiwa	aiwa	ai w a	- - ai - - w a	4061	2420	TOMORROW		
13098	Kamajura	TOMORROW	oʔiran	oʔiran	o ʔ i r a n	o ʔ i r a n -	4050	2409	TOMORROW		
13367	Asuriní Xingu	TOMORROW	arimo	arimo	a r i m o	- - a r i m o	4049	2408	TOMORROW		
13585	Ava Canoeiro	TOMORROW	pɨadʒewe	pɨadʒewe	p ɨa dʒ e w e	- p ɨa dʒ e w e	2435	17426	TOMORROW		
13969	Tupinambá	TOMORROW	oiɾã	oiɾã	oi ɾ ã	- - oi ɾ ã - -	4050	2409	TOMORROW		
14319	Nheengatu	TOMORROW	irane	irane	i ɾ a n e	- - i ɾ a n e	4052	2411	TOMORROW		
14604	Tupí Austral	TOMORROW	koerame	koerame	k oe r a m e	- - k oe r a m - - - - e	2433	17425	TOMORROW		
14845	Yuki	TOMORROW	jitʃã	jitʃã	j i tʃ ã	- - j - - i tʃ - ã	4048	2407	TOMORROW		
15147	Guarayo	TOMORROW	aŋiibe / ajiʔvei	aŋiibe	a ŋ iː b e	- - a ŋ iː b e	3542	1718	TOMORROW		
15477	Siriono	TOMORROW	kõõ	kõõ	k õː	- - k õː - - - - - - - -	2433	17425	TOMORROW		
15997	Chiriguano	TOMORROW	pɨareve	pɨareve	p ɨa r e v e	- p ɨa r e v e	2435	17426	TOMORROW		
16117	Jora	TOMORROW	tiʃí	tiʃí	t i ʃ í	- - - t i ʃ í -	4057	2416	TOMORROW		
16451	Mbya	TOMORROW	kõera	kõera	k õe r a	- - k õe r - - - - - - a	2433	17425	TOMORROW		
16787	Guaraní	TOMORROW	koʔrõ	koʔrõ	k o ʔ ɾ õ	- - k o ʔ - - - ɾ õ - -	2433	17425	TOMORROW		
17130	Old Guaraní	TOMORROW	koʔe	koʔe	k o ʔ e	- - k o ʔ - - - - e - -	2433	17425	TOMORROW		
17371	Ache	TOMORROW	koẽbu	koẽbu	k oẽ + b u	k oẽ + b u	2433	280 281	AFTER _CONDITIONAL		
17596	Xeta	TOMORROW	ponime	ponime	p o n i m e	p o n i m e	4060	2419	TOMORROW		
17823	Kaiowa	TOMORROW	koʔẽ	koʔẽ	k o ʔ ẽ	- - k o ʔ - - - - ẽ - -	2433	17425	TOMORROW		
18141	Tapiete	TOMORROW	paré	paré	p a r é	- p a r - - é	4059	2418	TOMORROW		
18613	Omagua	TOMORROW	kamutuni	kamutuni	k a m u t u n i	- - k a - - m u t u n i	4053	2412	TOMORROW		
19311	Arikem	TOMORROW	nim undai	nim undai	n i m u n d ai	n i m u n d ai	2438	17429	TOMORROW		
21825	Guarayo	TOMORROW	aŋiibe / ajiʔvei	ajiʔvei	a j i ʔ v ei	a j i ʔ v ei	3542	1718	TOMORROW		
21958	Kepkiriwat	TOMORROW	petét	petét	p e t é t	p e t é t	3543	1719	TOMORROW		
22722	Warazu	TOMORROW	kúire	kúire	k ú + i r e	k ú + i r e	3981	16785 65	THIS AFTER		
27627	Tupinambá	TOMORROW	ojrande	ojrande	oi r a n/d e	oi r a n/d e	4052	2411	TOMORROW		
28898	Guarayo Hoeller	TOMORROW	ajiʔβe	ajiʔβe	a j i ʔ β e	a j i ʔ β e	3542	1718	TOMORROW		
29235	Kawahiva	TOMORROW	koʔẽmãmẽ	koʔẽmãmẽ	k o ʔ ẽ m ã m ẽ	k o ʔ ẽ m ã m ẽ	2433				
327	Karo	TONGUE	joga	joga	io g a	io g a	3811	2093	TONGUE		
593	Purubora	TONGUE	kobe / urwap	kobe	k o b e	k o b - - e	3812	2094	TONGUE		
594	Purubora	TONGUE	kobe / urwap	urwap	u ɾ u a p	u ɾ u a p	3815	2097	TONGUE		
700	Ntogapid-Itogapuk	TONGUE	nukaβe	nukaβe	n u k a β e	n u k a β e	3810	2092	TONGUE		
800	Ramarama	TONGUE	ukagá	ukagá	u k a g á	- u k a g á	3811	2093	TONGUE		
1121	Makurap	TONGUE	ɲɨtʃẽm	ɲɨtʃẽm	ɲ ɨ tʃ ẽ m	ɲ ɨ tʃ ẽ m	3933	2276	TONGUE		
1443	Wayoro	TONGUE	jõ	jõ	iõ	iõ	2441	17485	TONGUE		
1824	Tupari	TONGUE	õpe	õpe	õ + p e	õ + - p e -	2441	17485 14547	TONGUE SKIN		
2205	Akuntsu	TONGUE	õ	õ	õ	õ	2441	17485	TONGUE		
